Image File,Y Channel Value
MagPi098.00020.02,209.5586777
MagPi098.00024.01,220.7134399
MagPi098.00032.01,118.5096321
MagPi098.00036.02,223.7565918
MagPi098.00038.01,184.4207077
MagPi098.00045.01,83.34295273
MagPi098.00069.01,165.4067612
MagPi098.00074.01,222.4381561
MagPi098.00094.01,158.3320236
MagPi099.00003.01,240.4168129
MagPi099.00009.02,227.8388939
MagPi099.00026.01,239.2973862
MagPi099.00027.02,118.5200157
MagPi099.00036.01,188.9934196
MagPi099.00090.01,215.073143
MagPi100.00009.02,234.1232872
MagPi100.00013.02,143.4988632
MagPi100.00045.01,216.367733
MagPi100.00049.01,196.132885
MagPi100.00088.02,195.4418831
MagPi100.00090.01,232.9205589
MagPi100.00096.02,236.9017143
MagPi101.00019.01,131.8822174
MagPi101.00048.01,208.0597153
MagPi101.00060.01,142.5847054
MagPi101.00088.02,192.5240021
MagPi101.00099.01,165.0749626
MagPi103.00042.02,233.0945206
MagPi103.00069.02,124.5623474
MagPi103.00089.01,178.1826744
MagPi104.00015.02,67.61375809
MagPi104.00080.01,235.4177971
MagPi104.00093.02,236.5228691
MagPi105.00003.01,231.4022865
MagPi105.00036.01,69.58429718
MagPi105.00042.02,240.1503677
MagPi105.00063.01,217.1881027
MagPi105.00079.01,217.7343178
MagPi105.00088.01,227.3297424
MagPi105.00091.02,222.7890739
MagPi106.00030.02,215.324295
MagPi106.00031.01,154.8115692
MagPi106.00032.01,248.3335953
MagPi106.00045.01,244.3643303
MagPi106.00062.02,232.5766563
MagPi106.00090.01,238.5919724
MagPi107.00009.02,230.1382217
MagPi107.00020.02,176.725441
MagPi107.00026.01,237.5376091
MagPi108.00011.02,163.3267288
MagPi108.00033.02,66.01252747
MagPi108.00045.01,153.9523163
MagPi108.00061.02,220.3503456
MagPi108.00067.01,167.3894424
MagPi108.00072.01,185.7645035
MagPi108.00078.01,184.8988991
MagPi110.00029.01,227.8393593
MagPi110.00060.02,191.9999809
MagPi110.00061.01,80.42520142
MagPi110.00076.01,241.3497429
MagPi110.00077.02,182.8969421
MagPi110.00099.01,84.94200897
MagPi112.00022.02,208.7871819
MagPi112.00024.01,235.0995407
MagPi112.00035.02,124.2060776
MagPi112.00044.01,243.6845055
MagPi112.00058.02,132.9204521
MagPi112.00064.02,98.70159149
MagPi112.00083.02,224.7187119
MagPi112.00088.01,248.2230453
MagPi113.00002.01,93.14166641
MagPi113.00019.01,128.1038589
MagPi113.00038.01,196.8753853
MagPi113.00045.01,240.3903122
MagPi113.00053.01,223.4906235
MagPi113.00062.02,233.8581619
MagPi113.00064.02,143.0270042
MagPi113.00072.01,126.7820663
MagPi113.00077.02,64.2916832
MagPi113.00087.02,214.0078468
RaspberryPiBeginnersGuide4thEdition.00027.02,237.3580093
RaspberryPiBeginnersGuide4thEdition.00030.02,245.3099976
RaspberryPiBeginnersGuide4thEdition.00047.01,245.8701744
RaspberryPiBeginnersGuide4thEdition.00049.01,224.3319054
RaspberryPiBeginnersGuide4thEdition.00056.01,227.3482628
RaspberryPiBeginnersGuide4thEdition.00116.02,232.8625984
RaspberryPiBeginnersGuide4thEdition.00120.01,225.713356
RaspberryPiBeginnersGuide4thEdition.00128.02,233.3489609
RaspberryPiBeginnersGuide4thEdition.00132.02,238.3258209
RaspberryPiBeginnersGuide4thEdition.00152.01,234.866478
RaspberryPiBeginnersGuide4thEdition.00179.01,216.7024765
RaspberryPiBeginnersGuide4thEdition.00208.02,242.4770584
RaspberryPiBeginnersGuide4thEdition.00215.02,240.1181564
RaspberryPiBeginnersGuide4thEdition.00235.01,198.4614563
RaspberryPiCameraGuide.00021.01,224.6343727
RaspberryPiCameraGuide.00025.01,225.9248466
RaspberryPiCameraGuide.00040.02,231.4631996
RaspberryPiCameraGuide.00054.02,233.9202499
RaspberryPiCameraGuide.00062.02,227.477066
RaspberryPiCameraGuide.00090.02,211.0359993
RaspberryPiCameraGuide.00107.02,245.7216797
RaspberryPiCameraGuide.00111.01,220.1659698
RaspberryPiCameraGuide.00116.02,246.295948
TheOfficialRaspberryPiHandbook2022.00015.02,79.48060226
TheOfficialRaspberryPiHandbook2022.00036.01,110.4186325
TheOfficialRaspberryPiHandbook2022.00041.02,136.1669235
TheOfficialRaspberryPiHandbook2022.00186.01,236.8172035
TheOfficialRaspberryPiHandbook2022.00191.02,211.9080811
WearableTechProjects.00117.02,234.3308792
WearableTechProjects.00131.01,153.2748184
WearableTechProjects.00139.02,234.9986038
WearableTechProjects.00147.02,237.705101
WearableTechProjects.00157.01,126.6124763
Wireframe46.00001.02,113.5438309
Wireframe46.00045.02,108.5237923
Wireframe46.00067.01,236.4087753
Wireframe46.00115.01,105.4856873
Wireframe47.00018.01,186.1041031
Wireframe47.00041.01,168.7461357
Wireframe47.00101.02,221.0897942
Wireframe48.00058.02,162.0446968
Wireframe48.00067.02,191.2254906
Wireframe48.00086.01,138.0117226
Wireframe48.00091.01,223.0893478
Wireframe48.00102.01,164.0574455
Wireframe50.00018.01,214.5625267
Wireframe50.00022.02,186.8010597
Wireframe50.00052.01,217.5385017
Wireframe50.00078.02,234.8393021
Wireframe50.00107.02,144.1439323
Wireframe50.00111.02,215.7443542
Wireframe51.00015.02,109.6022301
Wireframe51.00018.02,118.5332413
Wireframe51.00019.01,141.7391129
Wireframe51.00024.01,165.1933327
Wireframe51.00061.01,223.2050591
Wireframe51.00098.01,126.0134773
Wireframe51.00107.02,101.0418243
Wireframe51.00114.02,98.65435028
Wireframe53.00006.01,128.6627312
Wireframe53.00041.01,185.7400627
Wireframe53.00067.02,230.9113464
Wireframe53.00102.01,200.7563324
Wireframe53.00104.01,218.6431961
Wireframe53.00113.01,120.898674
Wireframe56.00006.02,150.2833977
Wireframe56.00022.01,172.3904877
Wireframe56.00031.01,108.4870224
Wireframe56.00032.01,90.57045364
Wireframe56.00049.02,125.3143082
Wireframe56.00059.02,222.8731918
Wireframe57.00004.01,106.6914597
Wireframe57.00016.02,183.0951347
Wireframe57.00027.02,169.7315216
Wireframe57.00030.02,104.4114113
Wireframe57.00105.02,203.9305191
Wireframe57.00108.02,171.7577095
scanner01_029,238.490799
scanner01_034,231.2167892
scanner01_067,160.8573189
scanner01_090,227.6649704
scanner01_170,235.3344574
scanner02_020,217.8344154
scanner02_030,202.5362968
scanner02_059,190.6254196
scanner02_085,229.2180176
scanner02_165,209.6148033
scanner03_000,243.197876
scanner03_113,175.5791855
scanner04_013,239.7789688
scanner04_046,171.3809967
scanner04_056,145.5077286
scanner04_110,172.0960579
scanner04_127,149.2691154
